Application mode;Course;Tuition fees up to date;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Output
1;17;1;32;5;5;45883;5;5;45702;Graduate
4;7;0;40;5;1;13.0;5;2;14.0;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
14;17;0;28;9;4;10.0;6;1;10.0;Dropout
7;5;1;19;6;5;45699;6;6;12.0;Graduate
1;15;1;19;6;6;1,18333E+16;6;3;13.0;Graduate
1;9;1;21;5;0;0.0;5;0;0.0;Dropout
8;9;1;22;5;2;45787;5;0;0.0;Dropout
8;7;0;18;5;5;45789;5;5;1,35714E+16;Dropout
12;2;1;27;0;0;0.0;0;0;0.0;Dropout
1;2;1;19;10;5;11.0;7;2;10.0;Enrolled
14;17;1;30;10;9;1,23333E+16;10;8;12.0;Graduate
12;8;1;28;6;0;0.0;6;1;10.0;Dropout
12;7;1;34;5;1;17.0;5;2;11.0;Enrolled
8;9;1;21;5;5;11.0;5;3;1,14286E+16;Enrolled
1;10;1;20;6;5;1,11429E+16;6;6;1,15714E+16;Graduate
14;11;0;31;8;5;1,21667E+16;7;5;12.0;Dropout
8;7;0;21;5;2;11.0;5;2;45788;Dropout
12;14;0;27;5;1;11.0;5;3;1,06667E+16;Dropout
1;15;1;19;6;4;13.25;6;5;45880;Graduate
8;15;1;21;6;0;0.0;6;1;10.0;Enrolled
15;4;0;21;6;2;45789;6;0;0.0;Dropout
14;14;0;35;10;7;1,21429E+16;9;4;45992;Dropout
12;6;1;28;5;3;12.0;5;3;1,13333E+16;Dropout
8;14;1;24;6;4;45962;6;4;1,04286E+16;Enrolled
1;15;0;19;4;0;0.0;6;0;0.0;Dropout
8;14;0;20;6;5;45759;6;4;13.0;Enrolled
1;5;1;20;6;6;1,28333E+16;6;6;1,26667E+16;Graduate
1;7;1;19;5;1;13.0;5;2;10.0;Enrolled
12;6;0;37;7;5;12.0;7;3;1,16667E+16;Dropout
1;11;1;19;6;2;12.0;6;1;13.0;Dropout
12;12;1;36;7;0;0.0;7;0;0.0;Dropout
12;9;1;29;5;0;0.0;5;0;0.0;Dropout
12;4;1;30;6;6;11375;6;5;45819;Graduate
16;14;1;32;6;2;12.0;6;0;0.0;Dropout
1;3;1;26;6;6;1,18333E+16;6;6;1,16667E+16;Enrolled
15;4;1;37;6;1;12.0;6;2;45787;Dropout
12;7;1;27;6;3;12.0;6;2;11.0;Dropout
1;15;1;18;6;6;1,27143E+16;6;5;1,18333E+16;Graduate
1;12;1;18;8;8;45731;8;8;45731;Graduate
12;4;0;32;8;2;45788;7;0;0.0;Dropout
15;7;1;20;5;1;13.0;5;3;45820;Enrolled
14;4;1;22;6;0;0.0;6;0;0.0;Dropout
12;12;1;32;7;0;0.0;8;0;0.0;Dropout
1;9;1;21;5;4;11.0;5;5;12.0;Enrolled
8;14;0;19;6;3;1,26667E+16;6;5;13125;Dropout
1;15;1;18;6;6;45790;6;6;14.0;Graduate
1;9;1;18;5;5;12.0;5;5;45758;Graduate
4;9;0;38;5;0;0.0;5;0;0.0;Dropout
8;16;1;21;6;5;45880;6;4;45787;Dropout
1;10;0;21;6;2;45788;6;1;13.0;Dropout
1;17;1;26;5;2;45788;5;3;12.0;Enrolled
1;12;1;19;7;6;1,46167E+16;7;6;1,46167E+16;Graduate
1;12;1;19;8;7;45822;8;7;45822;Enrolled
8;11;1;18;6;4;11.0;6;3;1,13333E+16;Dropout
4;9;1;25;5;0;0.0;5;0;0.0;Dropout
1;12;1;19;14;7;1,21923E+16;14;7;1,21923E+16;Graduate
8;11;1;18;6;6;1,28333E+16;6;6;1,23333E+16;Graduate
8;9;1;19;5;5;12875;5;5;1,18333E+16;Graduate
1;10;1;22;6;6;1,21667E+16;6;6;45789;Graduate
15;4;1;21;6;6;1,34286E+16;6;6;1,28571E+16;Graduate
8;6;1;21;6;6;45791;6;6;1,46667E+16;Graduate
1;16;1;20;7;7;1,21429E+16;7;7;1,28571E+16;Graduate
1;9;1;19;5;4;45962;5;3;1,17143E+16;Enrolled
1;12;1;18;7;6;45913;7;6;45913;Graduate
12;12;1;26;7;3;1,37667E+16;7;3;1,20667E+16;Dropout
10;9;1;31;15;13;1,16154E+16;14;11;1,25455E+16;Dropout
8;10;1;18;6;6;1,51667E+16;6;6;1,41429E+16;Graduate
4;9;1;35;5;0;0.0;5;0;0.0;Dropout
1;6;1;19;5;2;45791;5;3;1,13333E+16;Enrolled
1;10;1;19;6;5;45879;6;6;1,07143E+16;Graduate
1;12;1;18;7;7;1,39957E+16;8;8;1,49556E+16;Graduate
8;6;1;20;6;6;1,32857E+16;6;6;45880;Graduate
1;2;1;19;12;12;27729;11;11;13.25;Graduate
14;10;1;21;6;2;45787;6;5;45759;Enrolled
8;16;1;18;7;7;1,27143E+16;7;7;1,22857E+16;Graduate
13;12;1;23;8;8;1288625;8;8;1288625;Graduate
1;5;1;21;6;5;13.0;6;6;1,26667E+16;Graduate
1;9;1;19;5;5;45700;5;5;45699;Graduate
1;9;1;19;5;4;45881;5;3;45791;Enrolled
17;6;1;20;11;11;1,37857E+16;9;9;1,38889E+15;Graduate
14;9;1;18;5;0;0.0;5;4;13.25;Enrolled
1;12;1;18;8;8;1450125;8;8;1450125;Graduate
1;12;1;19;7;6;14.35;7;6;14.35;Graduate
8;5;1;21;6;6;45788;6;6;1,23333E+16;Graduate
1;10;1;18;6;6;1,17143E+16;6;6;1,46667E+16;Graduate
1;14;1;20;6;6;1,35714E+16;6;5;45821;Enrolled
1;15;1;18;6;5;13.0;6;6;1,36667E+16;Graduate
8;12;1;18;7;7;1356875;8;8;1402625;Graduate
14;17;1;32;5;5;45698;5;4;45962;Enrolled
8;2;1;18;0;0;0.0;0;0;0.0;Graduate
7;16;1;19;6;5;45700;6;5;45880;Enrolled
1;12;1;18;8;8;1415375;8;8;1415375;Graduate
1;12;0;18;8;0;0.0;8;0;0.0;Dropout
1;15;1;20;6;6;1,38333E+16;6;6;1,28333E+16;Graduate
3;14;1;19;6;6;1,34286E+16;6;4;14.0;Enrolled
8;12;1;19;8;7;1,24543E+16;8;7;1,24543E+16;Graduate
8;9;1;18;5;1;11.0;5;0;0.0;Enrolled
1;12;1;18;7;0;0.0;8;0;0.0;Dropout
8;12;1;18;7;6;1,32717E+16;8;7;1294375;Graduate
8;12;1;20;7;6;1,35483E+16;8;6;14775;Enrolled
1;15;1;19;6;6;1,21667E+16;6;6;45789;Enrolled
1;11;1;21;6;2;11.0;6;0;0.0;Dropout
1;16;1;19;7;7;1,32857E+16;7;7;1,44286E+16;Graduate
8;10;1;20;6;6;1,33333E+16;6;6;14.0;Graduate
1;12;1;21;8;8;132575;8;8;132575;Graduate
15;6;1;23;6;0;0.0;6;0;0.0;Dropout
8;10;0;18;6;6;1,26667E+16;6;2;45788;Dropout
12;17;1;30;5;5;45822;5;5;45762;Dropout
1;6;1;20;5;0;0.0;5;0;0.0;Dropout
14;9;0;29;5;3;1,23333E+16;5;0;0.0;Dropout
9;9;1;24;5;5;45879;5;2;11.0;Enrolled
1;10;1;20;6;6;1,16667E+16;6;6;1,13333E+16;Graduate
14;3;1;27;6;4;45789;6;6;1,43333E+16;Dropout
4;9;1;23;5;0;0.0;5;0;0.0;Dropout
16;5;1;23;6;6;1,53333E+16;6;6;1,41667E+16;Graduate
1;12;1;18;8;7;45702;8;7;45702;Graduate
1;15;1;19;6;6;1,48333E+16;6;6;1,46667E+16;Graduate
8;12;1;19;7;7;1,36429E+16;8;8;143875;Dropout
1;15;1;18;6;6;1,38333E+16;6;6;14.0;Dropout
1;5;1;19;6;6;1,18333E+16;6;6;13.0;Graduate
1;15;1;18;6;6;1,34286E+16;6;6;45790;Graduate
14;17;1;29;13;8;45787;12;9;1,03333E+16;Enrolled
12;13;1;24;7;6;1,14167E+16;8;8;119625;Graduate
8;13;1;19;7;2;27729;7;2;11.0;Dropout
8;13;1;19;7;6;42309;7;7;1,28143E+16;Enrolled
1;14;1;19;6;3;1,16667E+16;6;5;13625;Enrolled
8;11;1;20;6;6;45788;6;5;45759;Graduate
1;15;1;18;6;6;1,38333E+16;6;6;1,26667E+16;Graduate
1;5;0;18;6;6;1,17143E+16;6;4;1,13333E+16;Dropout
1;12;1;19;7;7;1,16786E+16;8;7;130375;Graduate
7;6;1;19;6;6;1,57143E+16;6;6;1,46667E+16;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
1;15;1;19;6;6;13.0;6;6;13.0;Graduate
1;12;1;18;7;7;1,44857E+16;8;8;1,45889E+15;Graduate
12;17;1;24;5;5;1,22857E+16;5;5;12125;Enrolled
12;12;1;28;7;4;13375;7;5;45790;Enrolled
13;12;1;20;8;7;1,15714E+16;8;7;1,15714E+16;Graduate
1;12;1;19;8;7;1,26571E+16;8;7;1,26571E+16;Graduate
8;9;0;22;5;2;10.0;5;1;10.0;Dropout
1;10;1;19;6;6;1,37143E+16;6;6;1,31667E+16;Graduate
4;10;1;36;14;13;1,30714E+16;11;11;13.0;Graduate
15;4;1;19;6;6;1,53333E+16;6;6;14.0;Graduate
8;10;1;18;6;5;1,15714E+16;6;6;1,21429E+16;Graduate
14;17;0;40;5;0;0.0;5;0;0.0;Dropout
1;12;1;19;7;6;45912;7;6;45912;Graduate
14;12;1;38;8;5;13126;8;5;13126;Enrolled
4;6;1;32;10;4;45788;9;3;1,16667E+16;Dropout
1;16;1;19;6;3;1,03333E+16;6;5;45880;Enrolled
8;5;1;19;6;6;45790;6;6;1,34286E+16;Graduate
12;9;1;35;1;0;0.0;5;0;0.0;Dropout
1;9;1;20;5;4;12.0;4;2;45788;Enrolled
8;16;1;29;8;7;1,11429E+16;8;8;11375;Graduate
1;17;1;29;5;5;45758;5;4;45931;Enrolled
1;12;1;19;8;7;1,27714E+16;8;7;1,27714E+16;Enrolled
1;12;1;18;8;7;1,37986E+15;8;7;1,37986E+15;Graduate
12;3;0;25;6;6;1,33333E+16;6;6;45790;Graduate
12;3;0;50;6;0;0.0;5;0;0.0;Dropout
1;9;1;24;15;14;1,13571E+16;14;13;1,28462E+16;Dropout
1;7;1;18;5;0;0.0;5;0;0.0;Dropout
8;6;1;20;6;6;1,56923E+16;6;5;1,44286E+16;Graduate
7;4;1;20;18;18;1,50526E+16;13;13;1,45385E+16;Graduate
14;17;1;21;10;6;45788;10;5;45759;Dropout
12;10;1;28;8;7;11.0;6;1;10.0;Enrolled
1;11;1;19;6;6;13.0;6;6;1,31667E+16;Graduate
1;12;1;18;8;8;1293875;8;8;1293875;Graduate
8;2;1;22;0;0;0.0;0;0;0.0;Graduate
15;4;1;25;6;0;0.0;6;0;0.0;Dropout
12;12;0;37;7;5;13.0;7;5;32478;Dropout
12;12;0;38;7;5;43435;7;4;118125;Dropout
12;14;1;36;6;3;1,13333E+16;6;5;45758;Dropout
1;12;1;18;8;7;13.0;8;7;13.0;Graduate
1;14;0;19;5;0;0.0;6;0;0.0;Dropout
12;8;1;24;5;2;45789;5;3;1,23333E+16;Dropout
1;10;1;20;6;5;11.0;6;5;1,21667E+16;Graduate
1;2;1;21;0;0;0.0;0;0;0.0;Dropout
14;17;1;32;5;0;0.0;5;0;0.0;Dropout
12;17;1;39;5;0;0.0;5;1;10.0;Dropout
4;7;0;33;5;0;0.0;5;0;0.0;Dropout
8;14;1;20;5;5;45759;5;4;27668;Graduate
1;4;1;19;6;6;45792;6;6;45671;Graduate
12;17;0;43;5;2;45788;5;3;45879;Dropout
14;17;1;49;5;4;1,33333E+16;5;4;45819;Dropout
1;15;1;18;6;6;1,26667E+16;6;6;45790;Graduate
12;4;1;27;6;0;0.0;6;0;0.0;Enrolled
1;9;1;19;5;5;45820;5;5;45821;Dropout
12;5;1;45;6;6;45790;6;0;0.0;Dropout
6;14;0;19;6;6;13.0;6;6;13.0;Graduate
15;4;1;21;6;6;1,17143E+16;6;4;27699;Graduate
1;14;1;18;6;6;1,21667E+16;6;5;13.0;Graduate
8;9;1;18;5;0;0.0;5;0;0.0;Dropout
8;11;0;29;6;0;0.0;6;0;0.0;Dropout
1;14;1;19;5;5;45788;5;5;45819;Graduate
1;9;1;18;5;4;45962;5;4;45992;Enrolled
15;5;1;22;7;7;1,22857E+16;9;8;12375;Graduate
8;12;1;18;7;7;1,27186E+16;8;8;1,28056E+16;Dropout
15;8;1;20;6;5;45759;6;2;15.0;Enrolled
1;2;1;20;0;0;0.0;0;0;0.0;Dropout
12;14;1;29;6;1;14.0;6;0;0.0;Dropout
12;14;1;29;5;3;1,16667E+16;5;4;45962;Dropout
14;15;1;23;6;1;13.0;6;4;45962;Enrolled
8;2;1;19;0;0;0.0;0;0;0.0;Dropout
1;7;1;18;5;0;0.0;5;1;12.0;Dropout
13;11;1;22;6;4;45788;6;2;45789;Dropout
14;17;1;34;10;7;1,17143E+16;10;6;45788;Dropout
14;17;1;26;5;5;45820;5;5;1,37143E+16;Graduate
8;2;1;24;17;13;1,16429E+16;17;12;45962;Dropout
1;14;1;17;6;6;14875;6;6;1,34286E+16;Graduate
14;14;1;21;5;2;10.0;5;3;1,03333E+16;Enrolled
12;17;1;34;5;5;45702;5;5;45822;Enrolled
15;4;1;19;6;6;1,27143E+16;6;6;45790;Graduate
12;4;0;49;12;5;45819;7;5;45699;Dropout
14;12;1;23;7;5;34639;7;6;45700;Dropout
9;7;1;18;5;4;45819;5;3;45702;Dropout
1;12;1;20;7;5;45850;8;7;13475;Enrolled
1;14;1;19;6;6;1,33333E+16;6;5;45882;Graduate
13;4;1;24;9;8;1,33333E+16;10;9;1,31111E+15;Enrolled
1;9;1;18;5;5;45760;5;5;15.0;Graduate
12;11;0;45;6;0;0.0;6;0;0.0;Dropout
12;17;1;30;5;2;11.0;5;0;0.0;Dropout
16;17;1;28;15;13;12.0;13;9;1,13333E+16;Dropout
12;17;1;40;5;0;0.0;5;0;0.0;Dropout
12;9;0;32;5;0;0.0;5;0;0.0;Dropout
8;11;1;19;6;4;45789;6;4;45931;Dropout
1;5;1;20;6;6;1,36667E+16;6;6;1,21667E+16;Graduate
8;7;1;18;5;1;10.0;5;0;0.0;Dropout
8;14;0;20;6;6;45788;6;2;13.0;Dropout
12;17;1;39;5;4;45992;5;4;27729;Enrolled
8;6;0;19;6;5;45821;6;5;1,36667E+16;Enrolled
12;17;1;38;5;2;45787;5;3;1,13333E+16;Enrolled
8;12;1;18;7;6;1,32667E+16;7;6;1,32667E+16;Graduate
8;12;1;18;7;7;125125;8;8;141875;Graduate
14;8;1;28;5;0;0.0;5;0;0.0;Dropout
12;14;0;31;6;0;0.0;6;0;0.0;Dropout
1;12;1;23;7;6;1,34833E+16;7;6;1,34833E+16;Graduate
1;12;1;21;7;6;12565;8;5;42705;Enrolled
12;10;0;33;6;0;0.0;5;0;0.0;Dropout
14;9;1;22;5;3;13.0;5;3;1,16667E+16;Dropout
15;7;1;20;5;5;45793;5;5;1,77143E+16;Dropout
8;14;1;19;6;6;1,31667E+16;6;5;45701;Enrolled
15;6;1;20;6;6;45882;6;6;1,31429E+16;Graduate
12;11;1;25;6;6;1,11667E+16;6;4;45880;Enrolled
12;4;0;25;6;0;0.0;6;0;0.0;Dropout
1;5;1;19;6;6;1,26667E+16;6;6;1,21429E+16;Enrolled
1;14;1;20;5;5;45820;5;4;45791;Graduate
12;12;1;33;7;5;45821;7;0;0.0;Enrolled
8;15;1;19;6;6;1,38333E+16;6;6;13625;Graduate
12;8;1;31;5;0;0.0;5;0;0.0;Dropout
15;7;0;24;6;2;16.0;7;2;16.0;Dropout
15;7;0;23;5;0;0.0;5;0;0.0;Dropout
12;17;0;26;5;3;1,06667E+16;5;3;1,06667E+16;Dropout
14;5;1;38;18;18;45791;18;18;45791;Graduate
1;7;1;20;5;5;14.0;5;5;45882;Graduate
8;7;1;20;5;3;1,33333E+16;5;5;1,35714E+16;Graduate
12;6;1;25;6;0;0.0;6;0;0.0;Dropout
8;5;1;19;6;5;12.0;6;4;45699;Graduate
8;7;1;18;5;5;45704;5;5;16.0;Graduate
14;17;1;28;13;7;1,02857E+16;11;5;45818;Dropout
1;7;1;18;5;0;0.0;5;0;0.0;Enrolled
1;11;1;20;6;6;1,35714E+16;6;6;1,31667E+16;Graduate
1;8;1;18;6;6;1,42857E+16;6;6;1,48571E+16;Graduate
8;9;1;19;5;5;45698;5;4;45787;Graduate
13;12;1;24;8;2;45931;8;2;45931;Dropout
8;6;1;21;6;0;0.0;6;0;0.0;Dropout
1;14;1;20;6;6;1,48333E+16;6;6;1,48333E+16;Graduate
15;4;1;21;6;5;13625;6;5;45820;Graduate
1;13;1;24;7;7;1,22714E+16;8;7;1,36571E+16;Graduate
12;17;1;27;5;0;0.0;5;0;0.0;Dropout
8;9;0;19;5;4;45789;5;5;45787;Enrolled
12;3;1;39;9;9;1,32222E+15;7;7;1,31429E+16;Graduate
12;1;1;25;7;2;15.0;7;2;45788;Dropout
4;2;0;18;0;0;0.0;0;0;0.0;Dropout
14;5;1;19;12;12;1,31667E+16;12;12;13.0;Graduate
9;15;1;21;6;5;1,38333E+16;6;4;14.0;Graduate
4;17;1;27;5;0;0.0;5;0;0.0;Dropout
1;9;1;19;5;0;0.0;5;0;0.0;Enrolled
8;12;1;18;8;7;1,31543E+16;8;7;1,31543E+16;Enrolled
4;14;1;27;12;9;1,23333E+16;11;6;1,31667E+16;Dropout
1;15;1;18;6;6;13.0;6;5;45880;Dropout
1;8;1;19;5;2;45788;5;5;45758;Enrolled
15;4;1;19;6;3;13.25;6;1;12.0;Dropout
15;4;1;22;6;3;1,33333E+16;6;3;27729;Enrolled
7;10;1;18;6;6;45790;6;6;1,21667E+16;Graduate
7;15;1;18;6;6;1,26667E+16;6;5;45881;Graduate
14;9;1;23;11;11;1,50909E+16;6;6;45791;Dropout
9;2;0;20;0;0;0.0;0;0;0.0;Dropout
8;15;1;18;6;6;1,31667E+16;6;6;1,26667E+16;Graduate
1;15;1;18;6;6;1,28333E+16;6;6;1,28333E+16;Graduate
8;7;1;18;5;5;45880;5;3;12.0;Enrolled
8;15;1;20;6;6;1,18333E+16;6;6;1,21667E+16;Graduate
1;15;1;20;6;5;45881;6;3;27729;Graduate
15;5;1;21;7;5;45880;9;5;11.0;Dropout
14;2;1;22;0;0;0.0;0;0;0.0;Enrolled
8;7;1;20;5;5;45884;5;5;1,45714E+16;Dropout
1;2;1;19;0;0;0.0;0;0;0.0;Enrolled
15;7;1;19;5;2;45789;5;3;45819;Enrolled
8;14;1;20;6;6;1,46667E+16;6;6;1,38571E+16;Graduate
15;6;1;19;6;4;45789;6;2;12.0;Dropout
1;7;1;19;5;3;12.0;6;2;45787;Dropout
6;7;1;24;8;7;1,31429E+16;6;6;1,18333E+16;Enrolled
8;14;1;18;6;3;1,26667E+16;6;4;1,11429E+16;Dropout
1;7;0;18;5;5;15.0;5;5;45702;Enrolled
1;10;1;18;6;5;45821;6;5;45880;Dropout
8;15;1;18;6;6;45789;6;6;1,38333E+16;Graduate
8;10;1;21;6;6;1,33333E+16;6;6;45790;Graduate
6;6;1;18;6;4;45992;6;5;11.0;Dropout
1;12;1;18;7;7;1,51014E+16;8;8;1609375;Graduate
1;10;1;18;6;6;1,31667E+16;6;6;16.0;Graduate
9;3;1;23;6;4;11.0;6;0;0.0;Dropout
1;9;1;21;5;3;1,16667E+16;5;4;27699;Graduate
1;10;1;20;6;1;10.0;6;1;13.0;Enrolled
8;3;1;26;7;7;1,15714E+16;6;2;11.0;Dropout
1;15;1;18;6;6;1,21667E+16;6;5;45699;Enrolled
1;2;1;18;0;0;0.0;0;0;0.0;Dropout
1;14;0;19;6;6;1,38333E+16;6;6;1,42857E+16;Graduate
1;12;1;20;7;6;1,23571E+16;8;7;13.0;Graduate
1;15;0;19;6;6;1,21667E+16;6;2;1,03333E+16;Dropout
15;10;1;21;6;3;12.0;6;2;45789;Enrolled
12;11;1;33;10;9;1,24167E+16;9;7;13.0;Graduate
1;6;1;18;5;4;27729;5;4;27729;Graduate
13;12;1;21;21;18;1,49333E+16;21;18;1,49333E+16;Graduate
1;15;1;19;6;6;13.0;6;6;1,16667E+16;Graduate
12;16;0;33;7;7;1,28571E+16;7;6;1,26667E+16;Enrolled
1;12;1;18;7;7;1,4455E+16;8;8;13.91;Graduate
1;14;1;18;6;6;14.0;6;6;1,32857E+16;Graduate
1;15;1;20;6;6;45790;6;6;1,26667E+16;Graduate
1;11;0;20;6;0;0.0;6;0;0.0;Dropout
8;3;1;20;6;6;1,16667E+16;6;5;14.0;Graduate
8;6;1;19;5;4;12.0;5;5;1,33333E+16;Graduate
1;10;1;19;6;6;1,17143E+16;6;6;1,18333E+16;Graduate
8;10;1;21;6;6;1,26667E+16;6;6;1,24286E+16;Graduate
12;6;1;26;6;3;27699;6;4;45881;Enrolled
8;10;1;21;6;0;0.0;6;0;0.0;Dropout
1;12;1;18;8;7;1,23286E+16;8;7;1,23286E+16;Graduate
12;16;1;27;7;6;1,16667E+16;7;1;10.0;Dropout
14;5;1;20;12;12;13.25;12;11;1,27273E+16;Graduate
14;14;1;21;6;5;1,18333E+16;6;4;13.25;Enrolled
8;13;1;18;7;7;45729;8;8;15125;Graduate
15;6;1;20;6;6;1,25556E+16;6;5;45880;Enrolled
1;15;1;18;6;6;1,28333E+16;6;6;1,21667E+16;Graduate
15;10;1;20;6;6;1,28333E+16;6;6;1,28333E+16;Graduate
1;6;1;19;5;3;1,26667E+16;5;3;13.0;Graduate
1;12;1;20;7;6;1,32714E+16;8;7;1,44714E+16;Graduate
1;17;1;20;5;5;45759;5;5;1,28333E+16;Graduate
15;6;1;20;5;2;45791;5;4;45962;Enrolled
1;10;1;19;6;0;0.0;5;0;0.0;Dropout
1;15;1;18;6;6;1,42857E+16;6;6;13.25;Graduate
1;6;1;18;5;3;1,23333E+16;5;5;45820;Graduate
8;12;1;19;7;6;1,25833E+16;8;7;1,26714E+16;Graduate
1;12;1;19;7;6;1,37317E+16;8;7;1,37714E+16;Dropout
12;4;1;43;6;6;12875;6;5;1,21429E+16;Enrolled
13;5;1;47;10;8;14625;7;5;45760;Dropout
13;9;0;23;3;0;0.0;2;0;0.0;Dropout
1;10;1;19;6;6;1,26667E+16;6;6;1,26667E+16;Graduate
13;12;1;20;8;6;1,24917E+16;8;6;1,24917E+16;Graduate
1;2;1;19;12;12;1,36667E+16;11;11;1,41667E+16;Graduate
8;6;1;19;6;6;16.0;6;6;45791;Graduate
15;6;1;19;6;6;1,41429E+16;6;6;13.0;Graduate
12;3;1;39;6;6;1,18333E+16;6;4;13.75;Graduate
1;5;1;20;6;6;1,26667E+16;6;6;13.0;Graduate
8;5;1;21;6;6;45789;6;6;1,26667E+16;Graduate
14;10;0;22;11;9;1,08889E+15;10;4;45962;Graduate
1;15;1;19;6;1;13.0;5;0;0.0;Dropout
8;14;1;22;6;6;1,51667E+16;6;6;16.0;Graduate
3;16;1;19;6;6;1,26667E+16;6;6;12.0;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Dropout
12;9;1;26;5;5;12.0;5;5;45698;Enrolled
12;17;0;36;5;0;0.0;5;0;0.0;Dropout
9;2;1;20;0;0;0.0;0;0;0.0;Graduate
12;9;1;30;5;2;11.0;5;4;45788;Dropout
14;4;1;24;6;6;1,57143E+16;6;6;45915;Dropout
1;9;1;26;15;11;1,08182E+16;14;11;1,16364E+16;Dropout
1;9;0;19;5;1;12.0;5;0;0.0;Dropout
12;10;1;34;6;5;45820;6;4;45962;Graduate
14;8;1;33;5;1;13.0;5;3;14.0;Enrolled
8;9;1;19;5;5;45819;5;4;27668;Graduate
8;7;0;26;5;1;10.0;5;1;11.0;Dropout
12;14;1;29;6;1;14.0;6;0;0.0;Dropout
8;7;1;19;5;5;45820;5;2;45789;Dropout
8;2;1;18;0;0;0.0;0;0;0.0;Dropout
12;17;0;29;5;2;1,13333E+16;5;1;12.0;Dropout
14;11;1;21;6;6;1,26667E+16;6;5;45758;Graduate
8;11;1;19;6;5;45879;6;2;45787;Enrolled
1;12;1;20;7;5;1,28786E+15;8;7;1185625;Graduate
1;6;1;18;5;0;0.0;5;0;0.0;Dropout
8;5;1;18;6;6;1,28333E+16;6;5;45758;Enrolled
1;9;1;21;5;5;45820;5;3;1,28333E+16;Enrolled
1;9;1;20;5;0;0.0;5;0;0.0;Dropout
12;7;1;30;5;0;0.0;5;0;0.0;Dropout
9;14;1;19;6;6;1,41667E+16;6;6;14.0;Graduate
16;9;1;30;5;5;45760;5;4;13.25;Dropout
1;9;1;22;5;5;45699;5;4;45962;Graduate
8;2;1;22;0;0;0.0;0;0;0.0;Graduate
8;5;0;19;6;6;1,26667E+16;6;5;45880;Dropout
8;14;1;21;5;3;1,23333E+16;5;4;45962;Dropout
8;6;1;21;5;4;45992;5;5;12.0;Graduate
15;2;1;21;0;0;0.0;0;0;0.0;Dropout
12;9;1;27;5;3;27668;5;3;1,03333E+16;Dropout
14;1;1;32;7;0;0.0;7;0;0.0;Dropout
12;14;0;40;6;0;0.0;6;0;0.0;Dropout
1;9;1;20;5;2;1,43333E+16;5;2;45789;Enrolled
15;8;1;20;5;2;45788;5;2;45788;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
14;9;1;21;5;2;45787;5;0;0.0;Dropout
8;14;1;18;6;6;45790;6;0;0.0;Dropout
15;4;1;19;6;1;11.0;6;0;0.0;Enrolled
4;5;0;30;6;1;10.0;6;0;0.0;Dropout
12;4;1;29;6;0;0.0;6;0;0.0;Dropout
8;7;1;18;5;1;12.0;5;3;1,06667E+16;Dropout
1;14;1;18;5;4;45992;5;5;45700;Dropout
15;4;1;22;10;5;45758;7;6;1,16667E+16;Dropout
14;17;0;27;5;0;0.0;5;0;0.0;Dropout
8;14;1;20;6;4;14.25;6;5;14.0;Graduate
16;3;1;42;12;11;1,44545E+16;11;10;45702;Graduate
1;4;1;21;12;12;1,45385E+16;12;12;1,44615E+16;Graduate
14;12;1;23;7;6;1,27333E+16;8;7;35004;Graduate
16;5;1;21;12;5;45701;12;4;45790;Dropout
1;2;1;19;0;0;0.0;0;0;0.0;Graduate
12;10;1;40;6;6;1,23333E+16;6;4;27729;Dropout
14;9;1;22;9;5;45699;9;7;45962;Dropout
1;12;1;19;7;6;45701;7;6;45701;Graduate
12;7;1;24;5;5;1,18333E+16;5;4;14.0;Enrolled
1;11;1;21;6;5;1,13333E+16;6;2;45788;Enrolled
8;7;1;18;5;5;45821;5;5;45822;Graduate
8;7;1;18;5;0;0.0;5;2;45788;Dropout
16;14;1;24;6;5;1,28571E+16;6;5;1,36667E+16;Dropout
12;7;1;28;5;3;1,43333E+16;5;5;1,24286E+16;Enrolled
8;14;1;19;6;5;45790;6;6;14.0;Graduate
16;6;1;28;6;6;1,44286E+16;6;4;45823;Enrolled
8;16;1;18;6;0;0.0;6;0;0.0;Dropout
1;2;0;19;0;0;0.0;0;0;0.0;Graduate
1;12;1;19;8;8;1282875;8;8;1282875;Graduate
14;8;1;21;5;0;0.0;5;4;13.75;Graduate
1;12;1;18;7;0;0.0;8;0;0.0;Dropout
1;5;1;19;6;6;1,46667E+16;6;6;1,31667E+16;Graduate
8;12;1;19;8;7;1,39371E+16;8;7;1,39371E+16;Graduate
1;5;1;20;12;10;45852;12;12;1,45833E+16;Graduate
1;15;1;18;6;6;1,16667E+16;6;5;45700;Graduate
14;12;1;20;7;6;14.85;7;6;14.85;Graduate
12;6;1;26;5;1;12.0;5;0;0.0;Dropout
9;12;1;18;7;7;136875;8;8;1,56222E+16;Dropout
12;3;1;58;6;5;45759;6;5;45819;Graduate
1;12;1;18;7;7;13398;8;8;135425;Graduate
15;6;1;20;6;5;45880;6;4;12.0;Enrolled
